Age,Overall,Potential,Value,Wage,International Reputation,Weak Foot,Skill Moves,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause,DefensiveAwareness
0.5652173913043479,0.9999999999999998,0.9722222222222223,0.12871794871794873,0.3684210526315789,1.0,1.0,0.75,0.6190476190476191,0.41463414634146334,1.0,0.9836065573770494,0.49315068493150677,1.0000000000000002,0.9242424242424243,0.9411764705882354,0.8999999999999999,0.8749999999999999,1.0,0.9800000000000001,0.7419354838709677,0.7586206896551724,0.7619047619047619,0.9583333333333333,0.7384615384615386,0.9666666666666666,0.5238095238095238,0.8805970149253732,0.723076923076923,1.0,0.7424242424242424,0.6575342465753424,1.0,1.0,0.8688524590163935,0.9090909090909091,0.5457665903890159,0.65,0.5352112676056338,0.631578947368421,0.5,0.023809523809523808,0.3,0.4736842105263157,0.23664278403275332,0.7066666666666668
0.6521739130434783,0.8139534883720929,0.75,0.02923076923076923,0.06421052631578947,0.6666666666666667,0.75,0.75,0.6666666666666665,0.6585365853658536,0.5909090909090908,1.0000000000000002,0.904109589041096,0.7073170731707317,0.8181818181818183,0.823529411764706,0.6285714285714286,0.7638888888888887,0.7017543859649122,0.8200000000000002,0.6935483870967742,0.6724137931034482,0.6507936507936507,0.7708333333333333,0.8461538461538461,0.8333333333333333,0.9841269841269841,0.9104477611940298,0.846153846153846,0.8405797101449275,0.8181818181818181,0.8493150684931506,0.9206349206349207,0.7966101694915255,0.6721311475409835,0.7636363636363636,0.5457665903890159,0.8250000000000001,0.8450704225352113,0.6842105263157894,0.6666666666666666,0.09523809523809522,0.10000000000000003,0.21052631578947367,0.04861821903787103,0.8666666666666667
0.7826086956521738,0.9069767441860466,0.8611111111111112,0.03282051282051282,0.19999999999999998,1.0,0.75,0.75,0.40476190476190466,0.3170731707317074,0.8787878787878787,0.819672131147541,0.49315068493150677,0.9268292682926831,0.8333333333333335,0.8823529411764707,0.8999999999999999,0.8055555555555555,0.9298245614035088,0.9600000000000001,0.7419354838709677,0.6551724137931034,0.9523809523809523,0.8958333333333333,0.9538461538461539,0.7666666666666666,0.5873015873015873,0.791044776119403,0.47692307692307695,0.8695652173913042,0.5303030303030303,0.8493150684931506,0.8412698412698414,0.9322033898305084,0.8524590163934427,0.9636363636363635,0.5457665903890159,0.775,0.7887323943661972,0.5263157894736841,0.2777777777777778,0.047619047619047616,0.5,0.2631578947368421,0.0661207778915046,0.7333333333333334
0.34782608695652173,0.8139534883720929,0.8611111111111112,0.05128205128205128,0.049473684210526316,0.0,0.5,0.5,0.8095238095238098,0.7317073170731707,0.7424242424242424,0.9344262295081969,0.8493150684931507,0.7560975609756098,0.5606060606060606,0.8431372549019608,0.8285714285714285,0.6805555555555555,0.8070175438596492,0.84,0.6935483870967742,0.7413793103448276,0.7142857142857142,0.8125,0.6461538461538462,0.8499999999999999,0.8095238095238094,0.8059701492537314,0.8,0.8115942028985506,0.8181818181818181,0.9041095890410958,0.8412698412698414,0.8135593220338984,0.45901639344262296,0.7454545454545455,0.5457665903890159,0.8875000000000001,0.859154929577465,0.3157894736842105,0.4444444444444444,0.07142857142857142,0.45,0.5263157894736842,0.11033776867963152,0.8666666666666667
0.30434782608695654,0.8372093023255813,0.9166666666666665,0.06512820512820512,0.12631578947368421,0.6666666666666667,0.5,0.5,0.40476190476190466,0.36585365853658547,0.6212121212121211,0.7704918032786887,0.4657534246575343,0.8048780487804879,0.8181818181818183,0.8431372549019608,0.7571428571428571,0.6527777777777777,0.7543859649122806,0.9,0.8064516129032258,0.7586206896551724,0.9523809523809523,0.9166666666666665,0.923076923076923,0.5999999999999999,0.761904761904762,0.9701492537313432,0.6461538461538461,0.7246376811594202,0.7878787878787878,0.9041095890410958,0.9206349206349207,0.8135593220338984,0.7049180327868851,0.8363636363636363,0.5457665903890159,0.775,0.9014084507042255,0.4210526315789474,0.05555555555555558,0.11904761904761905,0.5,0.368421052631579,0.1143295803480041,0.7866666666666666
0.30434782608695654,0.9069767441860466,1.0,0.12256410256410256,0.22105263157894736,0.6666666666666667,0.5,0.75,0.5952380952380953,0.5121951219512195,0.7575757575757576,0.819672131147541,0.726027397260274,0.9268292682926831,0.7424242424242424,0.9411764705882354,0.8857142857142857,0.611111111111111,0.894736842105263,0.9400000000000001,0.8064516129032258,0.8620689655172413,0.9047619047619047,0.8958333333333333,0.7538461538461539,0.5833333333333333,0.7301587301587301,0.8955223880597014,0.723076923076923,0.6376811594202898,0.7272727272727273,0.8767123287671234,0.8253968253968254,0.8644067796610169,0.2459016393442623,0.9272727272727271,0.5457665903890159,0.7875000000000001,0.8732394366197185,0.21052631578947367,0.5,0.08333333333333333,0.3,0.2631578947368421,0.2588536335721597,0.8133333333333335
0.5217391304347827,0.8604651162790697,0.8055555555555558,0.05384615384615385,0.09473684210526316,0.6666666666666667,0.75,0.5,0.49999999999999956,0.5365853658536586,0.8636363636363635,0.819672131147541,0.5753424657534247,0.8048780487804879,0.5303030303030303,0.7843137254901961,0.8999999999999999,0.7777777777777778,0.8421052631578947,0.8200000000000002,0.6774193548387095,0.6379310344827587,0.6666666666666665,0.8958333333333333,0.7999999999999999,0.8333333333333333,0.46031746031746035,0.9402985074626866,0.7384615384615385,0.8405797101449275,0.7878787878787878,0.8904109589041095,0.9206349206349207,0.8644067796610169,0.6065573770491803,0.8545454545454544,0.5457665903890159,0.85,0.7746478873239437,0.5789473684210527,0.4444444444444444,0.023809523809523808,0.3,0.4736842105263157,0.10910951893551689,0.8933333333333335
0.3913043478260869,0.8604651162790697,0.8611111111111112,0.06769230769230769,0.10526315789473684,0.6666666666666667,1.0,0.75,0.8571428571428572,0.5609756097560976,0.5454545454545454,0.9508196721311477,0.9178082191780821,0.7804878048780488,0.8030303030303032,0.8627450980392156,0.8285714285714285,0.8055555555555555,0.8596491228070176,0.88,0.5806451612903225,0.6551724137931034,0.49206349206349204,0.7916666666666665,0.5076923076923078,0.8333333333333333,0.8730158730158729,0.9104477611940298,0.9230769230769231,0.8405797101449275,0.7878787878787878,0.8219178082191779,0.8571428571428572,0.7966101694915255,0.4262295081967213,0.818181818181818,0.5457665903890159,0.8250000000000001,0.8309859154929577,0.21052631578947367,0.33333333333333337,0.047619047619047616,0.6000000000000001,0.15789473684210525,0.11893551688843398,0.8400000000000001
0.26086956521739135,0.7441860465116279,0.8333333333333335,0.033846153846153845,0.04,0.6666666666666667,0.75,0.75,0.49999999999999956,0.41463414634146334,0.6666666666666665,0.737704918032787,0.5753424657534247,0.6829268292682926,0.7121212121212122,0.8627450980392156,0.6714285714285714,0.6666666666666666,0.7543859649122806,0.8200000000000002,0.9032258064516128,0.8793103448275863,0.857142857142857,0.7291666666666665,0.9076923076923077,0.9333333333333333,0.8571428571428571,0.8507462686567164,0.8615384615384616,0.8115942028985506,0.8636363636363635,0.7808219178082191,0.7777777777777777,0.7457627118644068,0.6229508196721312,0.7999999999999999,0.5457665903890159,0.7625000000000001,0.704225352112676,0.10526315789473684,0.4444444444444444,0.03571428571428571,0.45,0.5263157894736842,0.0699078812691914,0.7733333333333334
0.4782608695652175,0.9069767441860466,0.8611111111111112,0.08153846153846153,0.1631578947368421,0.6666666666666667,0.75,0.75,0.23809523809523814,0.1707317073170731,0.8181818181818181,0.6229508196721312,0.5205479452054795,0.902439024390244,0.6515151515151516,0.9999999999999999,0.8999999999999999,0.611111111111111,0.9298245614035088,1.0,0.6129032258064515,0.48275862068965525,0.9523809523809523,0.875,0.9846153846153848,0.44999999999999996,0.5873015873015873,0.6865671641791045,0.4153846153846154,0.5217391304347825,0.9393939393939394,0.9178082191780822,0.8412698412698414,0.9152542372881356,0.5573770491803278,0.9999999999999999,0.5457665903890159,0.8625000000000002,0.971830985915493,0.47368421052631576,0.4444444444444444,0.14285714285714285,0.55,0.3157894736842105,0.149539406345957,0.8400000000000001
